SKU,qty,price,regular_price
17000700014,314,,2200
17000700015,229,,3210
17000700016,1,,4850
17000700018,1,,8780
15000900158,24,36900,38190
15000900016,13,,49300
15000800003,1,,53600
15000800004,1,,59700
15000400036,2,,32700
15000400008,1,,40550
15000400009,1,,48350
15000400010,72,,56150
15000400086,1,,49500
17000700038,284,,950
18000100009,28,,7990
18000100025,547,,4600
31001800001,1,,48510
31001800002,7,,81220
31001800003,12,,88500
31001800004,10,,102520
31001800013,4,,53100
31001800009,1,,117000
31001800010,1,,122800
31001800011,2,,210100
4000200082,1,,1499900
4000800007,1,,114990
4001200003,1,,142900
5000200015,1,,31900
5000200034,1,,34900
5000400001,2,,64990
5000400086,1,,79900
5000400115,1,,32990
5000400296,1,,89900
5000800050,3,,279990
5000800121,1,,244990
5000900157,2,,13990
5000900196,3,,33990
5000900227,5,,12990
5000900504,5,,27990
5000900568,1,,79900
5000900581,1,,48800
5001000031,1,,89990
47000700009,1,,169900
47000700023,1,,104990
47000700029,1,,179990
47000700034,1,,159990
5000400041,1,,119990
5000400120,1,,359900
5000400201,1,,134990
5000500005,1,,122990
5000500012,1,,102990
5000500024,1,,72900
5000500055,1,,152990
5000800010,1,,379990
5001000006,1,,264990
5001000011,1,,214990
5001000020,1,,224900
5001000055,1,,154900
5001000084,1,,274900
5001000087,1,,269900
5001100062,1,,309990
5001200001,1,,339990
5001200023,1,359990,486500
5001300072,1,319990,369990
5001300132,1,329990,419990
5001300142,1,399990,499990
5001300207,1,699990,842990
5000400016,1,,119900
5000400022,1,,339900
5000400039,1,,159990
5000400040,1,,139990
5000400048,1,,179990
5000500001,1,,92990
5000500017,1,,93900
5000500023,1,,112990
5000500028,2,,132990
5000800018,1,,399900
5000800021,1,,325900
5000800101,3,249990,339990
5000800182,1,,339900
5000900267,1,,219900
5001100004,1,,329990
5001100020,1,285990,349990
5001300027,1,,324990
5001300036,1,319990,389990
5001300045,1,314990,369990
5001300099,1,319990,399990
5001300103,1,134990,149990
5001300106,1,389990,469990
5001300120,1,189990,234990
5001300148,1,289990,314990
5001300164,1,264990,304990
5001300170,1,139990,162990
5001300192,1,439990,479990
5001400018,1,,209900
5001400022,1,,219900
9001700142,1,,249900
5001300028,3,209990,259990
5000900003,1,,39990
5000900006,1,,59990
5000900025,1,,44900
5000900112,1,,24900
5000900174,1,,44990
5000900220,1,,74990
5000900240,1,,129990
5000900244,1,,29990
5000900278,1,,59900
5000900300,1,,44990
5000900418,1,,28900
5000900432,1,,6990
5000900552,1,,34990
5000900551,3,,49900
5000900561,1,,59900
5000900565,1,,12900
5000900571,1,,99900
5000900591,1,,29900
5000900593,1,,29990
3001400025,1,,36900
3001400058,1,,22900
3001400116,1,,11900
5000900028,1,,32500
5000900111,1,,20900
5000900116,1,,27900
5000900119,1,,32500
5000900122,1,,49990
5000900124,1,,36900
5000900151,1,,24900
5000900283,1,,11200
5000900448,1,,36900
5000100060,1,,4900
5000400335,1,,1122990
5000400345,1,,827500
5000400333,1,,919990
5000400331,1,,919990
5000400326,1,,588400
10002000133,1,,622800
10002000124,1,,1167200
10002000057,1,,1027100
10002000115,1,,147600
10002000113,1,,164000
10002000104,1,,366600
10002000105,1,,484900
40000400001,1,,10690
40001500003,1,,38880
40001500002,1,,104100
40000500006,15,,6610
40000500007,1,,12560
40000500009,27,,21270
40000500008,35,,19870
40000500004,19,,9760
40000500003,87,,20050
40000500001,57,,52550
25000100001,283,,7860
25000200002,94,,12770
25000200003,146,,14200
25000100002,323,,12245
25000200006,18,,17240
25000200001,151,,18970
26000100002,175,,10100
26000100003,324,,12980
26000100004,216,,19090
26000100005,186,,21840
27002100014,224,,2120
27002100016,1414,,1960
27002100015,303,,2210
27002100017,1690,,2000
27002100018,1629,,1750
27002100019,1399,,2000
27002100020,2824,,1690
27002100021,585,,2000
27002100022,210,,1950
1000600051,16,,17500
1001000058,17,,4600
1001500003,41,,4380
1001500004,3,,11390
1001500007,14,,3260
1001500010,9,,2460
1001500020,14,,9580
1001500025,12,,5580
1001500283,3,,8150
1001500346,37,,2870
1001500348,7,,8820
29000100004,47,,850
29000100023,3,,540
29000100027,16,,740
29000100028,5,,2750
29000100030,1,,4700
29000100040,1,,2530
29000100063,1,,2350
29000400009,4,,7500
29000400016,5,,2200
29000400010,12,,4840
1001500422,4,,4950
1001500486,6,,4800
29000400029,6,,3640
1000600097,1,,4320
29000400034,1,,1550
61001700001,2,,3400
61001700002,4,,4000
37000300023,90,,4600
42000500007,1,,36440
42000500008,1,,37340
42000500011,2,,40360
42000500029,6,,38300
42000500039,1,,34700
42000500040,2,,35530
42000500053,1,,39700
42000500037,1,,28690
42000500038,1,,29590
42000500009,1,,30320
42000500010,1,,37650
42000500012,6,,34650
42000100001,26,,20100
42000100002,59,,20260
42000100003,70,,20390
42000100004,58,,21840
42000100005,69,,23290
42000100006,43,,24740
42000100007,18,,26200
42001600001,1,,78500
42001600002,1,,78500
42001600003,7,,78500
42001600004,1,,85700
42001600005,1,,85700
14000100001,10,,23450
14000100002,9,,28130
14000100003,22,,37510
14000100004,27,,47640
14000100005,19,,56260
14000100006,18,,71420
14000100007,31,,89080
14000200001,16,,76850
14000200002,15,,96060
14000200003,20,,118980
14000200004,12,,166560
14000200005,8,,192110
14000200006,10,,230530
14000300001,11,,134550
14000300002,8,,180410
14000300004,14,,112200
14000400011,119,,18640
14000400012,298,,23340
1000100131,9,,4700
1000100175,12,,4660
1000100177,23,,4660
1000100178,10,,4630
1000100180,25,,4700
1000100181,27,,4700
1000100184,6,,4670
1000100185,14,,4670
1000100186,14,,4630
1000100187,6,,4670
1000100188,2,,4090
1000100192,1,,4020
1000100193,9,,4700
1000100197,8,,4320
1000100198,10,,4630
1000100199,13,,4660
1000100200,19,,4630
1000100202,24,,4630
1000100531,18,,4630
1000100533,17,,4380
1000100562,9,,4660
1000100564,16,,4420
1000100191,5,,5890
1000100502,13,,5390
1000100514,9,,5890
1000100520,15,,5900
1000100205,1,,11150
1000100631,1,,8760
1000800116,8,,6050
1000800117,7,,6400
1000800118,3,,6300
1000800119,2,,6350
1000800052,1,,32140
1000800054,10,,4660
1000800055,10,,8700
1000800028,28,,4400
1000800051,29,,7240
1000800113,5,,18000
1000800136,1,,34500
1000200040,1,,44310
1000200066,10,,44130
1000200083,10,,43980
1000200101,4,,45370
1000200271,6,,26200
1000200272,8,,31150
1000200273,10,,32960
1000200319,6,,33140
1000200305,1,,31170
1000200306,1,,31170
1000200307,1,,31170
1000200308,4,,27810
1000200309,1,,31170
1000200313,1,,27730
1000200388,2,,31170
28000700003,1,,175400
28000700039,12,,2600
28000700045,1,,137100
28000700053,1,,710
28000700069,128,,1080
28000700070,78,,2460
28000700075,113,,1050
28000700072,8,,1990
28000700073,93,,2320
28000700074,35,,3270
28000700085,1,,600
28000700156,42,,1670
28000700157,158,,2150
28000700188,1,,30930
28000700199,25,,7200
28000700248,2,,65340
28000700249,1,,65340
28000700250,1,,65340
29000300013,1,,25000
29000300036,11,,34210
29000300060,1,,35910
29000300061,1,,35500
29000300068,144,,7720
29000300070,142,,8300
29000300076,65,,7150
29000300080,25,,7630
29000300081,13,,6860
29000300091,2,,65340
29000300152,1,,2800
29000300098,105,,8320
29000300100,38,,9070
29000300101,7,,8000
29000300116,1,,138000
29000300183,1,,130000
29000300184,1,,141850
29000300207,2,,9840
29000300218,417,,1100
29000300236,151,,490
36000100136,1,,28100
36000100137,1,,28450
36000100140,1,,8050
36000100457,2,,23650
36001100018,8,,8600
5001100105,1,,459990
5001300001,1,,409990
30000100006,98,,90960
30000100008,10,,123780
30000100010,1,,157620
30000100012,10,,252240
30000100024,5,,420840
30000100025,8,,548820
30000100026,4,,887520
30000100016,8,,47820
30000100015,17,,89280
30000100017,1,,38220
30000100014,1,,116040
30000100021,219,,29460
30000100022,112,,47280
30000100023,105,,66600
30000200031,35,,600
30000200032,36,,1070
30000200033,12,,2370
30000200034,15,,3280
30000200036,7,,6550
30000200014,38,,510
30000200015,16,,340
30000200016,32,,780
30000200017,7,,1490
30000200018,1,,2340
30000200019,6,,3440
30000200020,17,,5970
30000200021,3,,11590
30000200023,1,,20130
30000200137,36,,460
30000200138,1,,580
30000200139,92,,1100
30000200140,12,,1820
30000200141,6,,1990
30000200142,4,,780
30000200040,20,,230
30000200041,47,,540
30000200042,27,,1030
30000200043,22,,1400
30000200044,5,,1670
30000200045,2,,3820
30000200046,1,,4640
30000200047,1,,9650
30000200048,2,,17700
30000200127,5,,300
30000200128,6,,200
30000200129,43,,810
30000200130,9,,840
30000200131,1,,1470
30000200132,1,,1930
30000200133,8,,2780
30000200135,2,,9090
30000200136,1,,17480
30000200075,89,,530
30000200076,81,,1280
30000200077,25,,3510
30000200078,11,,5850
30000200079,16,,6610
30000200080,9,,11840
30000200081,1,,27610
30000200082,1,,37670
30000200144,9,,880
30000200145,4,,1350
30000200146,7,,2130
30000200147,8,,4160
30000200148,13,,5830
30000200149,8,,9740
30000200150,1,,24310
30000900051,8,,13800
30000900052,14,,8780
30000900054,5,,21900
30000900152,23,,45880
30000900153,2,,45870
30000400007,48,,26000
30000400008,41,,54000
30000400009,24,,71000
30000400010,3,,111000
30000400013,3,,160000
30000400011,8,,266000
30000400012,3,,266000
30000400014,1,,436000
26000400001,19,,20300
41000100001,101,,28390
41000100002,9,,42950
41000100003,114,,49590
41000100004,65,,33800
41000100005,28,,16870
41000100006,14,,20460
41000100020,17,,48300
41000100021,8,,68620
41000100034,25,,67250
41000100035,27,,44850
41000100036,5,,35770
41000100037,10,,80500
41000100038,6,,92200
41000100046,18,,60320
41000100047,30,,72320
41000100048,24,,90390
41000100049,8,,108250
41000100050,8,,121280
41000300001,30,,19380
41000900001,1,,86800
41000900002,1,,98620
41000900003,1,,111200
41000900004,3,,120190
41000900005,1,,141320
41000900006,1,,160230
55000100001,22,,58790
55000100002,13,,56030
55000100003,26,,49240
55000100004,20,,18430
55000100005,29,,41580
55000100006,32,,73780
55000100007,23,,49180
55000100008,32,,85650
55000200001,19,,45000
55000200002,1,,50500
55000200003,6,,47000
55000300001,1,,59750
55000300002,5,,59250
55000300003,10,,71250
55000300004,8,,59500
55000300005,21,,60250
55000300006,10,,60750
55000300007,7,,64000
1000200120,2,,21390
1000200121,1,,16380
1000600056,1,,60870
1000600058,1,,101610
1000600066,7,,10050
1000600086,2,,28710
1000600133,7,,4150
1001500207,1,,44000
1001500208,2,,62740
1001500209,2,,32750
1001500213,1,,11260
1001500217,1,,77010
1001500550,1,,17300
1001500576,13,,3550
21000100005,428,,5450
21000100006,209,,6850
21000100007,141,,10210
21000100008,326,,14300
21001000050,21,,4900
5001100084,1,294990,349990
21001000001,238,,220
21001000002,291,,270
21001000003,241,,420
21001000004,362,,840
21001000006,1,,240
21001000007,23,,390
21001000008,1,,680
21001000009,1,,190
21001000010,44,,280
21001000011,255,,590
21001000012,113,,1110
21001000014,211,,250
21001000015,253,,300
21001000016,271,,480
21001000017,58,,1020
21001000018,190,,380
21001000019,296,,440
21001000020,38,,700
21001000021,100,,760
21001000022,311,,920
21001000023,185,,1140
21001000024,83,,1200
21001000025,19,,1270
21001000026,165,,1560
21001000074,7,,760
21001000098,7,,2190
21001000038,87,,350
21001000043,244,,130
21001000044,215,,140
21001000045,112,,220
21001000096,78,,430
21001000095,15,,1490
21001000028,36,,420
21001000030,38,,890
21001000031,26,,950
21001000032,32,,1070
21001000033,12,,1290
21001000034,23,,1480
21001000035,30,,1830
21001000036,12,,2060
21000200001,7,,75680
21000200002,1,,59620
21000200004,1,,180300
21000200005,1,,259200
21000200006,1,,294070
21000200007,1,,102380
21000200009,1,,48850
21000400012,4778,,920
21000400001,124,,1440
21000400009,31,,14940
21000400010,20,,17680
21000400011,16,,24700
21000400005,36,,7120
21000400006,50,,8870
21000400008,23,,11180
21000400002,160,,2400
21000400003,202,,3200
21000400004,28,,4840
21000300002,196,,3480
21000300016,2,,30740
21000300003,71,,4830
21000300004,81,,7400
21000300005,71,,11260
21000300006,27,,18330
21000300007,28,,26680
21000300008,27,,38110
21000300009,13,,45870
21000300010,4,,58110
21000300011,2,,100240
21000300013,2,,156520
21000300001,276,,2890
21001200001,440,,80
21001200002,149,,120
21001200003,111,,170
21001200004,1,,310
21001200005,15,,430
21001200006,21,,970
21001200007,11,,1840
21001200008,27,,2740
21001200009,6,,4320
21001200011,23,,120
21001200012,240,,210
21001200013,41,,320
21001200014,30,,480
21001200015,65,,650
21001200016,41,,1360
21001200017,17,,2570
21001200018,7,,4080
21001200025,150,,80
21001200026,120,,140
21001200027,17,,210
21001200028,19,,470
21001200029,27,,710
21001200030,22,,1330
21001200031,23,,2080
21001200032,11,,3960
21001200033,6,,5860
21001200040,161,,60
21001200041,132,,80
21001200042,130,,140
21001200044,4,,350
21001200045,15,,680
21001200046,2,,1060
21001200047,5,,1820
21001200048,10,,2730
21001200069,91,,390
21001200070,14,,560
21001200071,1,,700
21001200072,124,,940
21001200073,1,,1390
21001200074,19,,2720
21001200075,6,,7000
21001200076,2,,11890
21001200077,2,,17720
21001200049,105,,60
30000900001,43,,5960
30000900002,220,,1040
30000900003,107,,3230
30000900004,29,,7150
30000900005,31,,5630
30000900006,195,,4170
30000900007,13,,12990
30000900008,223,,2460
30000900009,261,,800
30000900010,34,,6540
30000900012,74,,4550
30000900013,669,,630
30000900015,134,,3030
30000900017,221,,1580
30000900019,29,,3800
30000900022,370,,490
30000900027,34,,6040
30000900028,112,,1080
30000900029,147,,330
30000900130,228,,2240
30000900131,8,,8720
30000900132,7,,11550
30000900133,1,,25160
30000900055,294,,600
30000900056,10,,12020
30000900057,5,,16870
30000900058,1,,35220
30000900059,3,,66190
30000900071,134,,1230
30000900102,211,,1760
30000900103,18,,7940
30000900104,16,,12070
30000900116,37,,2450
30000900119,31,,1720
30000900156,51,,2510
30000900157,10,,3790
30000900031,37,,8220
30000900032,78,,4780
30000900033,110,,4560
30000900036,20,,13350
30000900037,133,,650
30000900137,245,,900
30000900138,207,,2240
30000900139,4,,22070
30000900140,3,,41550
30000900141,1,,58280
30000900030,38,,1940
30000900201,23,,4210
30000900038,37,,5620
30000900039,39,,4720
30000900040,227,,760
30000900042,125,,2600
30000900043,8,,8500
30000900044,177,,1380
30000900045,98,,510
30000900046,13,,5880
30000900047,135,,3180
30000900048,31,,8140
30000900049,131,,730
30000900050,440,,1040
30000900079,142,,1740
30000900080,248,,3900
30000900082,5,,15610
30000900083,2,,25640
30000900091,5,,15540
30000900092,6,,22710
30000900093,2,,38100
30000900228,40,,1630
30000900220,36,,1530
30000900222,103,,530
30000900223,120,,950
30000900224,85,,1470
30000900166,93,,1420
30000900206,26,,1230
30000900207,240,,2200
30000900212,94,,2470
30000900221,114,,3360
30000900423,14,,3520
30000900420,1,,1800
40000200001,357,,3340
40000300027,40,,24650
40001500006,15,,187800
40001500009,67,,42100
5001100104,1,299990,349990
5001300032,1,399990,419990
5000400342,1,,239990
5000400343,1,,199990
5000900280,3,,27500
5000900609,3,,56000
5000900610,1,,94990
5000900611,1,,28900
5000200030,1,,38900
5000400024,1,,20990
5000400069,1,,49900
5000400126,1,,49990
5000400261,1,,74900
5000900010,5,,67990
5000900065,1,124990,156990
5000400231,1,,49900
5000400254,1,,49900
3000400019,1,,137000
3000400078,1,,129990
5000900056,1,,56990
5001300014,1,,184900
5001300039,8,599900,749990
5001300040,1,,369990
5001300056,1,,725000
5001300058,1,,269990
5001300095,2,,179990
5001300125,1,,499990
5001300136,2,,384900
5000900237,1,,69990
5000400194,1,,159990
5000900585,1,,59900
5000900599,8,24990,27990
5000900601,6,37990,46900
9001700207,1,,134900
9001700208,1,,162900
9001700209,1,,179900
5000100070,1,,3000
5000100124,8,,143400
5000100130,1,,188700
5000400184,1,,571500
5000400239,1,,498150
5000900079,3,,9990
5000900100,1,,15990
5000900245,1,,22000
5000900525,1,,10900
5000900607,1,,15990
5000800109,1,,49990
5000900306,1,,17990
5000900321,1,,18990
5000900410,1,,29900
5000900479,1,,29900
5000900501,1,,64000
5000900503,1,,34900
5001300047,1,,549990
5001300049,1,,312900
5001300052,1,,199900
5001300195,1,,719900
5001300082,1,,529990
5001300088,1,,449990
5001300205,1,,149990
9001500002,1,,339990
9001700036,1,,125050
9001700139,1,,450900
9001700037,1,,242200
9001700038,1,,270350
9001700177,1,,236800
9001700198,1,,417300
9001700054,1,,44450
9001700006,2,,349500
9001700095,3,,119200
9001700096,4,,168500
9001700114,2,,206450
9001700097,1,,207150
9001700078,2,,247000
9001700092,1,,364200
9001700140,1,,304250
9001700149,3,,327100
9001700182,1,,179700
9001700109,1,,286650
3000100023,6,,600
3000100174,38,,1410
3000200414,52,,5100
3000500089,4,,4700
47001200186,1,,7990
47001200118,1,,4600
47001200007,1,,6700
47001200187,1,,14000
47001200079,1,,2700
4000500122,1,59900,129900
4000500124,1,25900,79900
9001900023,74,,82000
9001900017,1,,135200
9001400994,2,,14900
9001400972,1,,21250
9001400621,1,,11000
9001400266,3,,1770
9000800008,2,,38910
9000800002,2,,94490
3001000056,1,,416190
3001000021,1,,423300
12000100105,1,,1069400
21001000029,32,,580
30000200035,20,,3770
30000100004,115,,62700
30000100003,159,,39180
30000100001,1,,30600
22000200190,1,,30900
22000200182,1,,29990
22000200234,1,,19900
22000200116,1,,34990
22001400127,1,,39990
22001400515,1,,24990
22000800514,1,15500,22000
22000800515,1,13100,18700
22000800520,1,13100,18700
22000800523,1,11600,16500
4000400050,1,,324000
4000300097,1,,399990
4000600059,1,,199990
4000200110,1,,874990
4000300098,1,,834990
4000300099,1,,709990
5000400175,1,,887400
1000200019,6,,48770
1000200135,6,,48770
1000400034,5,,48340
1000500195,15,,51830
1000500262,10,,49400
1000500277,22,,54560
1000500284,2,,51830
1000600006,5,,37110
1000600010,9,,35260
1000200029,7,,13020
1000200048,3,,35370
1000200054,5,,39770
1000200155,1,,47100
1000200183,13,,19970
1000200276,3,,44450
1000500610,3,,19200
1000600125,1,,126000
1001200028,1,,18900
1001200032,1,,17010
1001300023,4,,18740
1001300029,9,,22900
5000100138,1,,2490
5000200007,1,,79990
5000200027,1,,99000
5000200058,1,,149990
5000400046,2,,79990
5000400018,1,,106900
5000400088,1,,199990
5000400167,1,,89990
5000400263,2,,159990
5000400293,1,,94990
5000400349,1,,169990
5000400315,1,,74700
5000800209,1,,299990
5000800210,1,,339990
5000900163,1,,34990
5000900228,1,,16990
5000900279,1,,36990
5000900314,1,,29990
5000900405,1,,24990
5000900412,1,57990,68990
5000900451,1,,19990
5000900453,1,,45990
5000900467,1,,59990
5000900472,1,,34990
5000900519,1,,54990
5000900555,1,,149900
5000900557,1,,39990
5000900574,1,,17990
5000900576,1,,29990
5000900578,1,,49990
5000900590,1,,99990
5000900602,1,,69900
5001000013,1,,359990
5001000058,1,,419900
5001100028,2,179990,192900
5001300141,1,,219900
5001300211,1,479990,579990
5001300218,1,,199990
5001400010,1,,189990
2011600006,3,,19300
11001001304,6,,37390
11001001436,1,,177300
11001001527,1,,25360
11001001952,1,,157700
11001001966,1,,86960
11001001994,1,,26500
11001002063,1,,44600
11001002064,1,,20400
11001002214,1,,49600
11001002234,1,,212100
11001002282,1,,9700
11001300002,1,,27980
11001300003,1,,30370
11001300005,1,,26430
11001300013,1,,18050
11001300016,1,,8210
11001300021,1,,21670
11001300022,2,,23470
11001300023,1,,26200
11001300046,3,,12200
11001300181,1,,6000
11002100155,1,,265950
11002900040,1,,31080
11002900075,1,,24200
11004600092,5,,18700
11004600131,5,,16420
28001100136,1,,26500
28001100154,1,,28500
28001500184,3,,43400
28001500191,1,,15250
60001500001,1,,443500
60001500006,1,,287700
1000700015,38,,680
1000700016,43,,720
1000700064,32,,750
1000700065,13,,850
1000700066,2,,920
1000700067,17,,1060
1000700068,9,,1130
1000700069,15,,1400
1000700070,16,,1630
1000700071,14,,2090
1000700084,10,,2030
1000700107,19,,1050
1000700108,34,,1130
1000700109,20,,1380
1000700110,30,,1660
1000700111,18,,1810
1000700112,19,,2120
1000700114,25,,3240
1000700115,36,,3250
1000700116,43,,4000
1000700122,9,,1960
1000700127,60,,1860
1000700128,35,,8630
1000700131,95,,5610
1000700133,36,,8100
1000700136,53,,6870
1000700154,43,,3900
1000700157,28,,2440
1000700158,5,,1440
1000700163,120,,5650
1000700187,97,,2230
1000700195,1,,4360
1001500589,5,,3300
11001300039,6,,9920
11001300040,10,,10970
11001300041,15,,6670
11001300132,1,,8560
11002600013,7,,8440
11002600014,4,,10360
11002600019,4,,8370
11002600022,5,,8920
11002600025,4,,3280
11002600026,1,,21790
11002600028,5,,2620
11002600030,9,,2310
11002600041,2,,15400
11002600054,3,,12540
11002600058,1,,2410
11002600059,1,,4430
11002600070,1,,2380
11002600071,1,,2310
11002700001,22,,3930
11002700002,24,,5030
11002700007,12,,3080
11002700008,14,,2820
11002700009,8,,2370
11002700010,12,,8230
11002700142,1,,13950
11002700063,12,,6410
11002700116,9,,5830
11002700117,12,,6990
28001800103,13,,2170
28001800008,1,,12880
28001800010,5,,15790
28001800012,3,,17110
28001800014,6,,18380
28001800015,2,,23320
28001800025,6,,22400
28001800026,5,,16400
28001800041,3,,12780
28001800042,11,,16140
28001800075,3,,13610
28001800088,7,,17250
28001800126,2,,10900
28001800131,1,,28200
48000700009,2,,12370
48000700011,4,,11200
48000700013,7,,13190
48000700014,4,,13120
48000700015,8,,17070
48000700017,4,,13650
48000700021,1,,14420
48000700031,1,,13920
48000700030,3,,17250
1001500558,9,,2250
7000200070,2,,9540
7000200072,2,,9360
7000200075,4,,10400
7000200223,5,,4690
7000800015,1,,1250
9001400409,2,,2300
9001400410,1,,3180
9001400411,1,,2380
9001400412,1,,3730
9001400418,1,,3180
9001400434,1,,4160
9001400413,12,,610
9001400414,11,,630
24000100003,634,,25
24000100287,1,,4350
24000100288,23,,1375
24000100289,532,,2880
24000100290,25,,3580
24000100291,9,,6020
24000100292,13,,2450
24000100293,4,,1750
24000100299,89,,65
24000100307,46,,4120
24000100330,1,,215
24000100526,7,,6710
24000100527,5,,8330
24000100529,1,,8050
24000100536,1,,7700
1000101414,3,,76550
1000101465,6,,30600
1000101466,1,,136500
1000200450,7,,27000
1000200451,18,,27000
1000200452,9,,27000
1000200453,6,,27000
1000500439,3,,48800
1000500493,11,,46360
1001300191,51,,53700
1001500178,1,,53300
1001500585,1,,80000
1000900134,12,,6580
1000900143,3,,7400
1000900146,4,,5350
1000900151,5,,5400
1000900161,1,,3250
1000900165,7,,5300
1000900171,8,,12150
1001500086,460,,540
1001500026,23,,310
1001500028,334,,540
1001500122,491,,810
1001500123,68,,1200
1001500255,354,,1880
1001200019,3,,53670
1001300463,30,,2820
1001300462,45,,4130
1001300513,34,,8330
1000800001,61,,16880
1000800132,35,,4990
1000800081,12,,2260
1000900043,1,,2080
2000300167,10,,2150
2000300320,5,,1890
2000300392,2,,13200
2000300407,2,,2750
2000300497,5,,9830
2000300544,4,,18300
2000300645,1,,10200
2000300646,1,,13400
2000300648,26,,3650
2000300656,1,,14600
2000300658,12,,5990
2000300659,40,,6450
2000300695,5,,4350
2000900004,22,,1800
41001500004,15,,101000
41001500005,2,,202000
49000500001,13165,,250
49000500007,9039,,210
3000200039,1,,14500
3000200254,1,,5600
3000200255,1,,6200
3000200256,1,,8600
3000200297,2,,13000
3000200304,1,,4500
53000100001,1,,1400
53000100002,60,,2740
53000100003,1,,640
70000100001,298,,20
70000100002,241,,25
70000100006,67,,25
70000100003,86,,15
70000100005,42,,25
58000200003,1,,3740
58000200004,1,,2150
58000200005,5,,7500
58000200010,1,,9200
71000100001,401,,570
71000100002,378,,570
71000100003,269,,570
71000100005,326,,975
71000100007,705,,1055
71000100008,703,,570
71000100031,157,,570
71000100028,222,,570
71000100030,70,,300
71000100016,359,,300
71000100017,295,,300
71000100018,343,,300
71000100019,182,,370
71000100020,351,,300
71000100021,361,,370
71000100022,378,,370
71000100023,358,,370
71000100024,260,,370
71000100025,316,,370
71000100026,118,,370
71000100004,192,,550
71000100009,188,,160
71000100010,357,,210
71000100011,425,,210
71000100012,233,,225
71000100013,396,,235
71000100014,54,,175
71000100015,566,,235
71000100029,220,,260
71000100027,121,,140
71000100006,636,,1055
31000600038,16,,11228
31000600039,24,,13452
31000600040,22,,2447
31000600041,18,,2107
31000600037,15,,24914
31000600049,3,,22130
31000600029,1,,16020
31000600031,15,,25930
31000600033,1,,30460
31000600035,5,,35370
31000600021,1,,32040
31000600023,1,,51860
31000600025,1,,61310
31000600027,1,,70740
31000600013,1,,64100
31000600015,1,,101690
31000600017,1,,122600
31000600019,1,,136028
1000600064,16,,9370
1000600065,12,,9450
2000900001,33,,1990
2000900002,87,,760
2000900003,122,,760
2000900005,18,,3620
2001600067,73,,700
1001300086,1,,1230
1001300552,11,,3750
21001500003,73,,730
21001500005,63,,1290
21001500023,46,,4130
21001500039,57,,3030
5000900615,2,,74990
5000900626,1,,49900
5000900629,3,,29990
5000900630,5,,29990
5001300227,3,,399990
5001300228,2,,499900
45000100030,1,,24900
45000100133,1,,24990
45000200207,1,,79900
45000200290,1,,49990
45000200325,1,,34200
45000200326,1,,64990
45000200399,1,,33900
45000300006,1,,42900
45000600040,1,,14900
45000600073,1,,6900
27000900017,381,,3950
27000900018,258,,3800
27001300429,1,,2400
27001300430,1,,550
27001300431,1,,700
27001300432,1,,2700
27001300433,1,,900
27001300434,1,,3100
27001300435,1,,1100
27001300436,1,,1200
27001300437,1,,3500
27001300438,1,,1300
27001300439,1,,4200
27001300440,1,,1500
27001300442,1,,800
27001300443,1,,1700
27001300444,1,,1100
27001300445,1,,2100
27001300447,1,,1500
27001300448,1,,1700
27001300449,1,,1900
27001300451,1,,2400
27001700011,1,,23800
27001700012,1,,23800
27001700014,1,,2140
27001800066,1,,3950
27001800068,1,,3800
27001800063,1,,3350
27001800065,232,,3150
27001800064,103,,3150
27001800050,229,,3100
27001800073,1,,2740
27003000002,10,,5000
27001800071,1,,3950
27001800053,1,,3400
27001800054,1,,3400
27001800072,1,,3860
27001800070,1,,5730
27001800045,1,,5100
27001800069,1,,4860
27001800058,1,,4500
27001800062,1,,3570
27001800046,1,,4800
27001800047,1,,3900
27001800048,1,,3500
27001800049,1,,3600
27001800051,1,,3700
27001800052,1,,3400
27001800059,1,,3750
27001800060,1,,3350
27001800042,284,,3000
37001100003,1,,20410
2000100017,77,,1060
2000100021,66,,870
2000100035,10,,6280
2000100042,67,,2920
2000100097,89,,910
2000100099,34,,2950
2000100106,111,,1620
3000200081,1,,9500
3000200396,1,,39900
5000400354,1,,820000
5000400355,1,,820000
5000400356,1,,84900
5000500006,1,,209990
5000500030,1,,149990
5000900246,1,29990,32900
5000900298,1,,33900
5000900600,1,,37900
5000900625,1,79990,102990
5000900634,8,29990,36900
5000900636,5,,37000
5001000029,1,,229900
5001000053,1,,177900
5001000088,1,,330990
5001100111,1,,354900
9000100715,18,,17890
21001200144,19,,430
21001200260,7,,310
21001200319,30,,340
21001200326,245,,120
21001200327,10,,1040
21001200379,165,,70
21001200380,58,,150
21001200381,87,,110
21001200382,43,,230
21001200383,13,,190
21001200386,10,,220
21001200390,30,,450
21001200391,26,,420
21001200447,76,,200
21001200469,7,,680
21001200600,3,,1690
21001200601,6,,1740
21001200610,21,,1390
21001400002,51,,5510
21001500019,97,,5150
21001800063,65,,990
21001800064,19,,2650
21001800065,10,,2170
21001800066,24,,3290
21001800067,16,,5010
21001800068,6,,8940
21001800069,1,,12240
21001800070,4,,32640
21001800071,4,,52720
54000500017,1,,57600
54000500018,1,,61600
37000400009,1,,11650
37001100001,7,,6450
36000500009,7,,34100
36000500051,8,,12700
36000500024,1,,110594
36000500047,1,,116586
36000500023,1,,116535
30000300042,16,,1600
30000300043,18,,1390
40001500008,8,,53350
40001500011,31,,29670
